52.308056, 4.764167
53.074878391857304, 2.088703940828249
54.393724812589035, -0.1304504660161303
55.463498410561044, -2.64361192226834
56.31499907972844, -5.4630659686760366
56.933597421948555, -8.551909472780928
57.30498451232544, -11.847803580808375
57.89195860895118, -15.009347150199925
58.36666044573698, -18.284047163076945
58.7197222736039, -21.65398459323029
58.94285951986684, -25.095325670865137
59.029344740990126, -28.579034809008945
58.97442497260641, -32.072216717138645
58.77563680483412, -35.5399900482014
58.43297937906173, -38.94767233129529
57.94892393168497, -42.262977117699315
57.32826321304086, -45.45791871891644
56.57782754041908, -48.51018982361563
55.70611001052516, -51.40389610944806
54.72284850730022, -54.12965853019072
53.638607522596125, -56.684192062243056
52.46439203948058, -59.06952128989865
50.7367141774382, -60.88249612490797
49.48117376083501, -62.986488205797926
48.17029171351328, -64.96012620898671
46.81288711329178, -66.8145745945376
45.41723279024457, -68.56172688065654
43.9909858740961, -70.21370917913204
42.54114587421097, -71.78249146447992
41.08590252800351, -73.29304218578055
40.641766, -73.780968
