run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,28.0,39319.69049292418,52598.64636216844,3.732310299994424
2,10002,28.0,39340.720473518115,52608.887624508236,3.7617911999986973
3,10003,28.0,39373.043024328814,52697.19897771259,3.7087385000195354
4,10004,28.0,39317.005537654186,52575.92038756896,3.7372503000078723
5,10005,28.0,39353.1732356501,52625.6461797875,3.7054482999956235
6,10006,28.0,39297.27407637754,52551.83538919275,3.730648900003871
7,10007,28.0,39280.0009219705,52531.21818006559,3.842064399999799
8,10008,28.0,39297.28113295039,52550.368017897265,3.7188429000088945
9,10009,28.0,39332.66950385821,52608.385828562816,3.7227681999793276
10,10010,28.0,39354.51375851676,52641.68428737517,3.734620700008236
11,10011,28.0,39359.59979381765,52643.81303334307,3.720677200006321
12,10012,28.0,39287.26819788761,52541.90248005331,3.714519900007872
13,10013,28.0,39283.931942111696,52539.50456321584,3.74506869999459
14,10014,28.0,39341.72500998716,52610.19487895348,3.6779871999751776
15,10015,28.0,39202.25364857758,52423.78903197605,3.6974411999981385
16,10016,28.0,39377.05050213908,52699.27494248372,3.698500799975591
17,10017,28.0,39349.67853012027,52617.109935424814,3.7284245000046212
18,10018,28.0,39211.974292682215,52439.950609259846,3.7211242000048514
19,10019,28.0,39310.71015682939,52572.32674683022,3.6894219999958295
20,10020,28.0,39330.70880974792,52598.47685431894,3.7012756999756675
21,10021,28.0,39357.48616591095,52677.98720602918,3.704422800015891
22,10022,28.0,39353.85701246638,52659.16643816002,3.687120899994625
23,10023,28.0,39353.52738557017,52632.56514209937,3.687592800008133
24,10024,28.0,39250.59128393057,52487.58020976376,3.70437029999448
25,10025,28.0,39349.90754422173,52627.612142029306,3.9464772999926936
26,10026,28.0,39448.114162355254,52825.87921292054,3.7322665999818128
27,10027,28.0,39432.646476055175,52732.01647087362,3.7146779999893624
28,10028,28.0,39239.93489242292,52477.99217257179,3.7130661999981385
29,10029,28.0,39258.81728009381,52507.64961394132,3.7147497000114527
30,10030,28.0,39263.166288849665,52508.92469867793,3.695385200000601
