run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,19.0,39050.93164590359,52284.145532018476,3.730068900011247
2,10002,19.0,38998.372828980595,52160.94821927766,3.7210291999799665
3,10003,19.0,38955.22972541209,52184.01785469741,4.015783499984536
4,10004,19.0,39099.905659550015,52376.50515910216,3.699523399991449
5,10005,19.0,38983.78452864207,52187.689196085186,3.695363000006182
6,10006,19.0,39073.9260681806,52247.472948475996,3.694858300004853
7,10007,19.0,39197.57554316004,52510.83005839723,3.6824224999872968
8,10008,19.0,38842.30690194027,51985.2179380568,3.689088899991475
9,10009,19.0,38973.1928086765,52166.953235372086,3.686269700003322
10,10010,19.0,39072.08716445659,52269.58451441894,3.7277174000046216
11,10011,19.0,39068.66062734925,52244.92386577138,3.6907963000121526
12,10012,19.0,39030.71541498668,52173.84389213959,3.70298040000489
13,10013,19.0,38938.940071026074,52046.59455809044,3.723372999986168
14,10014,19.0,39026.75562690611,52222.11204217637,3.6936743000114802
15,10015,19.0,38938.82861172711,52046.798688368464,3.7200491999974474
16,10016,19.0,39082.19521479197,52350.16317125995,3.7250256999977864
17,10017,19.0,39100.643173206256,52342.540163667574,3.7342032000015024
18,10018,19.0,39031.045145274955,52186.10347010204,3.7020535999909043
19,10019,19.0,39116.04574685569,52305.43716279073,3.673404600005597
20,10020,19.0,38947.28722917484,52126.4270329926,3.679937600012636
21,10021,19.0,39040.613321962424,52241.2960038232,3.702434499980882
22,10022,19.0,38958.25378971609,52175.61942258366,3.697672499984037
23,10023,19.0,39037.75318685954,52260.02074126944,3.6820140999916475
24,10024,19.0,39021.35386085688,52161.304870593245,3.685907099978067
25,10025,19.0,38975.377463839606,52093.20661798645,3.6965721999877132
26,10026,19.0,39125.550108936695,52317.85742162637,3.6723578000091948
27,10027,19.0,39046.443525226416,52193.74705175561,3.6761513000237755
28,10028,19.0,39021.44094340739,52154.14984057843,3.700364999996964
29,10029,19.0,38890.85499447854,52020.835516965526,3.6988440999994054
30,10030,19.0,38976.46848037803,52210.693220773035,3.682190699997591
