run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,8.0,39144.686319091124,52419.29599319864,3.7263049999892246
2,10002,8.0,39174.95671980424,52503.87750683309,3.6983180999814067
3,10003,8.0,39361.17622084218,52710.49147738314,3.73035319999326
4,10004,8.0,39305.69143303966,52604.23265147163,4.0417059999890625
5,10005,8.0,39321.01390740837,52655.14083876519,3.699002899986226
6,10006,8.0,39321.34046472145,52681.68422773012,3.7135033999802545
7,10007,8.0,39320.311528127095,52620.926797576874,3.686746999999741
8,10008,8.0,39328.22420007041,52690.24224743251,3.691630500019528
9,10009,8.0,39302.613815246244,52628.095975195465,3.6881018000131007
10,10010,8.0,39227.50592582705,52597.35958508431,3.7427842000033706
11,10011,8.0,39357.31148044224,52693.26333964426,3.708360700024059
12,10012,8.0,39258.6377666744,52534.96215131784,3.790222800016636
13,10013,8.0,39304.182237891786,52717.278629657674,3.765287200018065
14,10014,8.0,39363.74953808932,52696.14527407513,3.7183502000116277
15,10015,8.0,39287.56390739694,52554.7893542779,3.713340000016615
16,10016,8.0,39389.530293711,52699.67631721538,3.7377660000056494
17,10017,8.0,39330.72117034412,52631.97810151541,3.714138899988029
18,10018,8.0,39319.304009983585,52732.20283973889,3.6960221999906935
19,10019,8.0,39260.7432317025,52557.00475724894,3.700333699991461
20,10020,8.0,39156.67567911594,52460.087289640134,3.7182667999877594
21,10021,8.0,39370.80194314353,52699.88835948836,3.6872774999937974
22,10022,8.0,39344.982949411584,52659.988458647706,3.706846300017787
23,10023,8.0,39378.07521791961,52706.761790247074,3.685323800018523
24,10024,8.0,39319.07872303478,52675.92300289807,3.712380800017854
25,10025,8.0,39320.05758196421,52659.96746727842,3.6863194000034127
26,10026,8.0,39363.238901991404,52783.703327111514,3.7110957999830134
27,10027,8.0,39355.25414999975,52647.489126668406,3.70935940000345
28,10028,8.0,39409.50255736936,52747.714746912134,3.7057753000117373
29,10029,8.0,39348.300386914794,52642.62732208582,3.749288799997885
30,10030,8.0,39185.353569838546,52496.81611563412,3.7296658999985084
