run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,22.0,38885.64988878087,51972.11355458244,3.704489800002193
2,10002,22.0,39011.236689656755,52158.17677465794,4.098532100004377
3,10003,22.0,39057.370463237705,52225.787198936836,3.68450160001521
4,10004,22.0,39056.832837721646,52309.43277345543,3.7110509000194725
5,10005,22.0,39052.873324733926,52268.2034886089,3.703918800019892
6,10006,22.0,39063.27169738562,52236.15541432372,3.675256000016816
7,10007,22.0,39093.32556289958,52328.57425001423,3.6614644000073895
8,10008,22.0,39122.57551053643,52332.89855117553,3.686000999994576
9,10009,22.0,39156.52409506461,52370.52485397567,3.6568106000195257
10,10010,22.0,38945.7124412928,52125.62466757286,3.6824077000201214
11,10011,22.0,38988.84444964545,52107.504663572785,3.705990099988412
12,10012,22.0,39022.483648532936,52163.273222912,3.722967800014885
13,10013,22.0,38961.43916324469,52082.73971763977,3.729564700013725
14,10014,22.0,39124.557958705096,52326.485273400765,3.660096700012218
15,10015,22.0,39095.321836054216,52258.74961039823,3.7245460000121966
16,10016,22.0,38991.272506274065,52178.25682711238,3.7098918999836314
17,10017,22.0,39068.92835100247,52242.41148039309,3.714310299983481
18,10018,22.0,39009.17178587902,52188.45446957746,3.7096562999940943
19,10019,22.0,39084.13957368071,52261.3629045082,3.7050144000095315
20,10020,22.0,39069.595243154785,52235.16153061441,3.709234500012826
21,10021,22.0,39022.719737172425,52224.96358413438,3.6421800999960396
22,10022,22.0,38972.006298960565,52161.608926135,3.7280003000050783
23,10023,22.0,38996.14704086489,52177.41838640676,3.6867082999960985
24,10024,22.0,38959.17289566509,52129.43405627368,3.6707663999986835
25,10025,22.0,39093.15898576745,52341.387207013046,3.72164880001219
26,10026,22.0,39082.40676876415,52244.58135128357,3.6940102000080515
27,10027,22.0,39080.20177132755,52334.52645606905,3.6958678000082728
28,10028,22.0,39133.41859083286,52410.26082743042,3.708812900003977
29,10029,22.0,38994.85180967291,52226.93428493559,3.7378348000056576
30,10030,22.0,39089.11669155011,52262.09203080771,3.7312042999838013
