run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,9.0,39382.78862400605,52725.75094015115,3.699305499991169
2,10002,9.0,39139.95807464974,52418.07954193347,4.037951399979647
3,10003,9.0,39284.833498066226,52617.69292074407,3.70920089998981
4,10004,9.0,39331.45740684414,52607.860193192086,3.7141807999869343
5,10005,9.0,39213.318136338276,52498.849801141776,3.703375299985055
6,10006,9.0,39255.99303762413,52534.65331215198,3.7002786000084598
7,10007,9.0,39372.43451819346,52742.844638377865,3.698465399997076
8,10008,9.0,39277.86561000908,52585.3149538115,3.670756099978462
9,10009,9.0,39355.4529546435,52662.55742929859,3.6627789000049233
10,10010,9.0,39203.81975939182,52476.87320696505,3.686475499998778
11,10011,9.0,39365.45287741864,52692.64110412446,3.679650699981721
12,10012,9.0,39262.15614807711,52546.41679349285,3.709952400007751
13,10013,9.0,39170.020675159765,52384.23311187163,3.6947601000138093
14,10014,9.0,39287.0128718067,52576.225963713165,3.712835200014524
15,10015,9.0,39390.62310413955,52712.22747800045,3.727198700013105
16,10016,9.0,39271.451917579296,52521.68225120339,3.701931500021601
17,10017,9.0,39251.11884547663,52496.0752431052,3.706353300018236
18,10018,9.0,39323.28863313799,52620.49411019067,3.6917366000125185
19,10019,9.0,39292.04704441386,52686.65656302631,3.690816400019685
20,10020,9.0,39349.47134400744,52638.01017129999,3.692961299995659
21,10021,9.0,39345.14462398205,52659.582284155505,3.6858110000030138
22,10022,9.0,39327.027437831166,52626.18522249212,3.6820384000020567
23,10023,9.0,39375.59166926027,52668.97518403781,3.7014275999972597
24,10024,9.0,39244.30910745303,52487.79887447601,3.67484229998081
25,10025,9.0,39239.88020151085,52556.514316999295,3.676398599985987
26,10026,9.0,39386.79422342356,52807.33240850697,3.700157899991609
27,10027,9.0,39272.01660856629,52571.70232640798,3.695917900011409
28,10028,9.0,39318.29863074703,52688.643718964275,3.712623400002485
29,10029,9.0,39212.16864194948,52486.27035252519,3.671176200004993
30,10030,9.0,39252.05889437392,52606.11330553846,3.6892250000091735
