run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,26.0,39267.710652105976,52509.681373583706,3.676493400009349
2,10002,26.0,39273.85191932737,52570.29972310926,3.6821688000054564
3,10003,26.0,39196.39270943999,52404.93729233177,3.6931763000029605
4,10004,26.0,39291.77343878786,52548.95366206351,3.6995206999999937
5,10005,26.0,39391.354913014075,52720.43263816028,3.6989465999940876
6,10006,26.0,39227.54687332806,52446.511156941364,3.665928400005214
7,10007,26.0,39395.35205814419,52706.99167943434,3.705342400004156
8,10008,26.0,39442.48464329647,52832.12409663972,3.6657390000182204
9,10009,26.0,39252.48692998897,52483.89304138162,3.685460400010925
10,10010,26.0,39280.400085446156,52634.15351300285,3.6870691000076476
11,10011,26.0,39220.70250801303,52442.69812920495,3.6996558999817353
12,10012,26.0,39197.604841704364,52412.86042737297,3.7427981999935582
13,10013,26.0,39339.42396484855,52617.56950875998,3.7384461000037845
14,10014,26.0,39230.30810282038,52486.52624898806,3.7184890000207815
15,10015,26.0,39183.737641877226,52542.17468370122,3.6859468999900855
16,10016,26.0,39289.70987260515,52543.902766890526,3.6787139999796636
17,10017,26.0,39223.803688636624,52458.18074519693,3.6585255000100005
18,10018,26.0,39346.84703350135,52662.255580684214,3.6828927000169642
19,10019,26.0,39297.32313753907,52554.25650168268,3.6709095000114758
20,10020,26.0,39367.95440557681,52652.089411411376,3.669572500017239
21,10021,26.0,39267.91055830572,52644.850325251624,3.68084159999853
22,10022,26.0,39240.26296912175,52590.78075659791,3.656697800004622
23,10023,26.0,39330.82584609015,52588.17895718686,3.690860100003192
24,10024,26.0,39336.373940961195,52685.16756795722,3.6733769999991637
25,10025,26.0,39209.479756813336,52422.23299074161,3.692572800006019
26,10026,26.0,39394.26096213235,52692.61766347781,3.6716017999860924
27,10027,26.0,39328.583807458606,52595.61736985087,3.6757108999881893
28,10028,26.0,39281.000791672435,52529.89161073824,4.173866299999645
29,10029,26.0,39253.087313159114,52517.50268287931,3.6844202000065707
30,10030,26.0,39232.7903393204,52467.49124633983,3.7339195999957155
