run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,29.0,39362.087249883385,52658.60827472031,3.7349132999952417
2,10002,29.0,39564.13709360052,52942.115414998705,3.6902311999874655
3,10003,29.0,39545.094474213234,52932.55650954629,3.7198024000099394
4,10004,29.0,39464.440700514795,52784.41292620111,3.723513400007505
5,10005,29.0,39460.47622872802,52824.04762349299,3.683564600010868
6,10006,29.0,39255.62772688184,52504.077573185765,3.699007299990626
7,10007,29.0,39530.322976302705,52887.5174613904,3.647049600025639
8,10008,29.0,39467.24198061083,52800.5983021059,3.684448699990753
9,10009,29.0,39430.517982786565,52745.94106156157,3.8571300999901723
10,10010,29.0,39439.27190461618,52752.36447515933,3.7094860000070184
11,10011,29.0,39318.19115676906,52585.49877078083,3.699722899997141
12,10012,29.0,39242.5636495846,52488.78945983773,3.690713499992853
13,10013,29.0,39526.7515759933,52876.72343373561,3.7118382999906316
14,10014,29.0,39468.145744729976,52807.7451905109,3.67874689999735
15,10015,29.0,39394.190161227176,52708.68700560287,3.719626700010849
16,10016,29.0,39505.348355322785,52843.00144823079,3.7121369000233244
17,10017,29.0,39468.415015162354,52863.14591391226,3.709461199992802
18,10018,29.0,39388.053655101816,52688.212618610145,3.6764800999953877
19,10019,29.0,39445.46130937138,52767.56523510393,3.719452499994077
20,10020,29.0,39308.188769324974,52574.58358137451,3.7114719999954104
21,10021,29.0,39361.829063062454,52683.68147280733,3.697924200008856
22,10022,29.0,39439.60301604044,52775.94211369114,3.6579441000067163
23,10023,29.0,39447.13786993227,52770.71979927995,3.7207648000039626
24,10024,29.0,39451.36267903583,52770.15630828193,3.663449200015748
25,10025,29.0,39523.48105031192,52879.15380361143,4.069760599988513
26,10026,29.0,39368.87813604272,52687.8073849867,3.8143223999941256
27,10027,29.0,39341.78798027575,52631.88391254534,3.682086699991487
28,10028,29.0,39580.78879596498,52948.45190407282,3.690127499983646
29,10029,29.0,39321.393544442006,52598.24607626773,3.718024699977832
30,10030,29.0,39356.05699483877,52651.16839647214,3.641153700009454
