run,total_cost_eur,total_fuel_kg,total_time_h,end_weight_kg,trajectory_len,best_solution
121,39121.55333483113,52398.923881025075,7.396290053811998,205344.076118975,31,"[0, 4, 26, 48, 68, 89, 109, 130, 151, 172, 194, 215, 236, 258, 279, 301, 323, 345, 367, 389, 411, 433, 455, 477, 499, 520, 541, 563, 584, 604, 610]"
122,39113.97291744363,52418.07217722161,7.399310213100315,205324.92782277832,31,"[0, 8, 30, 50, 71, 91, 113, 133, 153, 174, 194, 215, 236, 258, 279, 300, 321, 343, 365, 387, 408, 430, 452, 474, 495, 516, 537, 558, 578, 600, 610]"
123,39219.19705038575,52568.71954877879,7.422481677748084,205174.28045122128,31,"[0, 6, 27, 49, 71, 91, 113, 134, 156, 176, 196, 217, 237, 258, 279, 301, 323, 344, 366, 388, 410, 432, 453, 474, 496, 517, 538, 559, 580, 602, 610]"
124,39208.03160749022,52567.05381650039,7.422284459985645,205175.94618349962,31,"[0, 4, 26, 48, 70, 90, 111, 132, 152, 172, 194, 215, 235, 256, 277, 298, 320, 341, 363, 385, 407, 428, 449, 471, 493, 514, 535, 556, 577, 597, 610]"
125,39229.96605836428,52465.680445736325,7.406715424024798,205277.31955426364,31,"[0, 18, 39, 61, 82, 103, 125, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 482, 503, 523, 544, 564, 586, 608, 610]"
126,39228.796262761556,52592.835579564715,7.42623270487662,205150.16442043526,31,"[0, 5, 26, 46, 68, 90, 111, 131, 151, 173, 194, 214, 235, 256, 278, 299, 320, 342, 364, 385, 407, 429, 451, 472, 494, 516, 537, 558, 579, 601, 610]"
127,39234.327452380305,52531.37643878062,7.416797360350449,205211.62356121937,31,"[0, 2, 23, 44, 64, 86, 106, 127, 148, 169, 190, 211, 232, 253, 274, 296, 318, 340, 362, 384, 406, 428, 450, 472, 492, 514, 534, 554, 575, 595, 610]"
128,39369.80302670661,52658.78458255926,7.436421166501708,205084.21541744066,31,"[0, 20, 41, 61, 83, 105, 126, 147, 168, 189, 209, 229, 250, 272, 293, 314, 335, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 588, 608, 610]"
129,39325.14151530165,52784.10912027422,7.455705088894013,204958.8908797258,31,"[0, 6, 28, 49, 71, 92, 114, 135, 155, 177, 198, 218, 238, 259, 280, 301, 322, 344, 365, 386, 408, 430, 451, 473, 494, 516, 537, 558, 578, 600, 610]"
130,39187.449015473816,52411.43471688279,7.398365054332104,205331.56528311726,31,"[0, 18, 39, 60, 81, 102, 123, 145, 166, 188, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 588, 609, 610]"
131,39147.74048133233,52451.44933116633,7.40439836382092,205291.55066883363,31,"[0, 5, 27, 48, 69, 91, 111, 131, 152, 172, 193, 214, 235, 257, 279, 301, 323, 345, 366, 388, 410, 431, 453, 474, 495, 517, 538, 559, 580, 602, 610]"
132,39096.86898785361,52396.745714311284,7.396018732830665,205346.25428568874,31,"[0, 6, 26, 47, 69, 90, 112, 133, 153, 173, 194, 215, 237, 258, 279, 301, 322, 344, 366, 387, 409, 431, 453, 474, 495, 516, 536, 556, 576, 596, 610]"
133,39196.260763852224,52568.761659114665,7.422493044299486,205174.2383408853,31,"[0, 5, 27, 48, 69, 91, 111, 133, 154, 175, 196, 217, 238, 260, 281, 302, 323, 344, 366, 388, 409, 431, 453, 475, 497, 518, 539, 559, 579, 600, 610]"
134,39164.09401477666,52471.135890862875,7.407442902893492,205271.86410913718,31,"[0, 7, 29, 50, 71, 91, 111, 132, 153, 174, 194, 215, 237, 257, 279, 300, 322, 344, 366, 388, 410, 432, 453, 474, 496, 517, 538, 560, 582, 604, 610]"
135,39143.10228889138,52408.98919996632,7.397869776109437,205334.01080003363,31,"[0, 1, 23, 44, 64, 86, 108, 129, 150, 172, 192, 213, 235, 256, 277, 299, 321, 343, 365, 387, 409, 431, 453, 474, 496, 517, 538, 559, 581, 603, 610]"
136,39289.21028232187,52565.03086907476,7.421993345129707,205177.96913092525,31,"[0, 15, 37, 59, 79, 100, 122, 144, 165, 187, 208, 230, 251, 272, 293, 314, 335, 356, 377, 398, 420, 441, 462, 483, 503, 524, 546, 567, 588, 609, 610]"
137,39268.83709426237,52608.43406505603,7.428580036248753,205134.565934944,31,"[0, 9, 29, 50, 72, 92, 112, 133, 153, 175, 195, 216, 237, 257, 279, 301, 323, 345, 367, 389, 411, 432, 454, 476, 498, 519, 541, 562, 583, 604, 610]"
138,39073.63591284017,52390.19099838737,7.39504269728243,205352.80900161262,31,"[0, 9, 29, 49, 70, 92, 113, 134, 155, 175, 195, 216, 236, 257, 278, 299, 320, 342, 364, 386, 407, 429, 451, 473, 495, 516, 537, 558, 578, 599, 610]"
139,39300.19685377879,52644.14629118881,7.4341245661876725,205098.8537088112,31,"[0, 10, 32, 54, 76, 98, 120, 142, 164, 185, 206, 227, 248, 270, 291, 312, 333, 354, 375, 396, 417, 439, 460, 481, 502, 523, 544, 565, 587, 609, 610]"
140,39176.96784534589,52486.67387400632,7.409858994938429,205256.32612599366,31,"[0, 8, 28, 50, 70, 92, 113, 135, 155, 176, 196, 217, 237, 258, 278, 299, 321, 343, 365, 387, 409, 431, 453, 475, 497, 518, 539, 560, 581, 602, 610]"
141,39232.09942271282,52584.02853319703,7.424844295297518,205158.9714668029,31,"[0, 10, 30, 50, 71, 93, 113, 134, 155, 175, 195, 216, 238, 259, 280, 300, 321, 343, 365, 387, 409, 431, 452, 474, 496, 517, 538, 560, 582, 603, 610]"
142,39219.334501784026,52567.92912342968,7.422353830662435,205175.0708765704,31,"[0, 3, 24, 46, 66, 88, 108, 130, 150, 171, 193, 214, 236, 257, 278, 300, 322, 344, 365, 387, 409, 431, 452, 473, 495, 517, 539, 560, 581, 603, 610]"
143,39243.04996746361,52553.09128050629,7.420151653998831,205189.90871949377,31,"[0, 4, 24, 44, 66, 87, 109, 130, 150, 170, 190, 211, 232, 253, 274, 296, 318, 340, 361, 383, 405, 427, 449, 470, 491, 513, 534, 554, 575, 596, 610]"
144,39206.34790332745,52534.78616249,7.41725731992395,205208.21383751,31,"[0, 4, 25, 47, 68, 89, 111, 131, 152, 174, 195, 215, 237, 258, 279, 300, 322, 344, 366, 388, 409, 431, 453, 475, 497, 519, 539, 559, 579, 601, 610]"
145,39229.67541068691,52519.533106112176,7.4149531304018605,205223.46689388785,31,"[0, 17, 37, 58, 78, 99, 121, 143, 165, 186, 207, 229, 250, 271, 292, 313, 334, 355, 376, 397, 418, 439, 461, 482, 503, 525, 546, 567, 588, 609, 610]"
146,39224.97981967005,52572.826195262984,7.423171368773606,205170.17380473705,31,"[0, 7, 27, 47, 67, 88, 108, 129, 151, 172, 193, 213, 234, 255, 276, 298, 320, 341, 363, 385, 406, 428, 450, 472, 493, 514, 536, 558, 579, 599, 610]"
147,39168.87156126234,52553.16853964412,7.420107616376003,205189.83146035584,31,"[0, 6, 28, 49, 69, 91, 112, 134, 154, 175, 196, 216, 238, 259, 280, 301, 322, 343, 365, 387, 409, 430, 452, 473, 494, 516, 537, 558, 579, 599, 610]"
148,39099.745852266686,52408.457512487024,7.3977769009675916,205334.54248751298,31,"[0, 5, 27, 49, 71, 92, 113, 133, 154, 174, 195, 216, 237, 259, 281, 302, 323, 345, 367, 389, 411, 433, 455, 476, 497, 518, 539, 559, 580, 602, 610]"
149,39203.1370624336,52427.133960820145,7.400780263485055,205315.86603917993,31,"[0, 19, 40, 60, 80, 102, 124, 145, 166, 187, 208, 230, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 587, 609, 610]"
150,39267.82798657363,52608.89103966779,7.4286679682015375,205134.10896033223,31,"[0, 2, 22, 44, 64, 86, 106, 127, 148, 169, 191, 212, 234, 255, 277, 298, 320, 342, 364, 386, 408, 430, 451, 472, 493, 515, 537, 558, 579, 601, 610]"
151,39070.58697767889,52353.61469785877,7.389423130876919,205389.3853021413,31,"[0, 9, 29, 49, 69, 90, 111, 131, 151, 172, 193, 213, 234, 255, 276, 298, 319, 341, 363, 385, 407, 428, 450, 472, 494, 515, 536, 557, 578, 599, 610]"
152,39372.49629987049,52673.52772995163,7.438681782755691,205069.4722700484,31,"[0, 21, 42, 62, 82, 104, 125, 145, 167, 189, 210, 231, 252, 273, 293, 314, 335, 356, 377, 398, 419, 440, 462, 483, 504, 525, 546, 566, 588, 609, 610]"
153,39203.493202592486,52429.19869924559,7.4011049253347725,205313.80130075436,31,"[0, 21, 41, 62, 83, 104, 124, 146, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 566, 586, 608, 610]"
154,39175.35990294847,52385.025087770926,7.394302500771555,205357.97491222908,31,"[0, 19, 40, 62, 83, 105, 125, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 588, 609, 610]"
155,39241.323773871125,52559.497263498546,7.421028208500063,205183.5027365015,31,"[0, 2, 22, 43, 64, 86, 108, 128, 149, 170, 191, 213, 235, 257, 278, 300, 322, 344, 366, 388, 409, 430, 452, 474, 495, 516, 537, 558, 579, 600, 610]"
156,39083.31665401982,52407.90710334794,7.39773752600158,205335.09289665203,31,"[0, 7, 27, 48, 68, 89, 110, 131, 152, 174, 195, 215, 236, 257, 278, 300, 321, 343, 365, 387, 408, 430, 452, 473, 494, 516, 537, 558, 579, 601, 610]"
157,39116.95912442206,52440.25088690239,7.402753735148328,205302.7491130976,31,"[0, 4, 26, 48, 68, 89, 111, 132, 152, 172, 193, 214, 235, 256, 278, 299, 320, 342, 364, 385, 407, 429, 450, 472, 494, 516, 537, 558, 579, 600, 610]"
158,39257.80658109811,52560.38009133961,7.421176129489178,205182.61990866045,31,"[0, 1, 22, 43, 65, 85, 106, 127, 148, 169, 190, 212, 234, 255, 277, 299, 321, 343, 365, 387, 408, 430, 452, 474, 496, 517, 538, 558, 579, 600, 610]"
159,39241.39672460197,52612.688503360885,7.429244122821767,205130.31149663904,31,"[0, 8, 28, 50, 72, 94, 116, 136, 156, 176, 197, 217, 238, 259, 281, 302, 324, 346, 367, 389, 410, 432, 454, 475, 497, 518, 539, 561, 583, 603, 610]"
160,39037.01269301783,52343.314179465495,7.3877788151999795,205399.68582053442,31,"[0, 5, 25, 46, 68, 89, 111, 132, 153, 174, 195, 215, 236, 258, 279, 300, 322, 344, 366, 388, 409, 430, 452, 473, 494, 516, 538, 559, 580, 602, 610]"
161,39233.40311866673,52567.373610785515,7.422293790743609,205175.62638921457,31,"[0, 7, 28, 48, 70, 91, 112, 132, 153, 173, 193, 213, 233, 255, 276, 298, 320, 342, 364, 386, 407, 429, 451, 472, 494, 515, 536, 557, 579, 601, 610]"
162,39148.84238975319,52483.402756303825,7.40937699054465,205259.59724369616,31,"[0, 1, 22, 44, 66, 87, 109, 130, 150, 172, 193, 214, 235, 256, 278, 299, 320, 342, 364, 386, 407, 429, 450, 472, 494, 515, 536, 557, 578, 599, 610]"
163,39237.15398157848,52480.3221219786,7.408935999346953,205262.6778780214,31,"[0, 21, 41, 62, 82, 104, 125, 146, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 398, 419, 440, 461, 483, 504, 525, 546, 567, 588, 609, 610]"
164,39147.482904759134,52461.64939379676,7.406048671676481,205281.3506062032,31,"[0, 2, 24, 45, 67, 89, 111, 132, 152, 173, 193, 214, 235, 256, 276, 298, 319, 341, 363, 385, 407, 429, 450, 471, 493, 514, 535, 556, 578, 599, 610]"
165,39249.5985771231,52633.54674036681,7.432429614948924,205109.45325963327,31,"[0, 13, 33, 54, 75, 96, 116, 136, 156, 176, 197, 218, 239, 261, 282, 304, 326, 347, 369, 391, 412, 433, 455, 477, 499, 520, 541, 562, 583, 605, 610]"
166,39087.372108487885,52387.96133571955,7.394668689748718,205355.03866428044,31,"[0, 5, 25, 46, 68, 90, 111, 133, 153, 174, 194, 215, 235, 256, 278, 299, 321, 343, 365, 387, 408, 430, 451, 473, 495, 516, 537, 558, 579, 601, 610]"
167,39200.888795674524,52553.47065990288,7.420170450778566,205189.52934009713,31,"[0, 8, 29, 50, 71, 91, 111, 133, 155, 175, 195, 215, 236, 257, 278, 299, 320, 342, 364, 386, 408, 430, 451, 473, 495, 517, 539, 561, 583, 605, 610]"
168,39175.03334668683,52547.58682607348,7.419235352618856,205195.41317392656,31,"[0, 8, 29, 51, 73, 95, 116, 136, 156, 177, 198, 218, 239, 260, 281, 302, 323, 344, 366, 388, 410, 431, 452, 474, 496, 518, 539, 561, 583, 604, 610]"
169,39259.77400358471,52598.088828887856,7.4270106086976,205144.9111711121,31,"[0, 7, 28, 49, 71, 92, 114, 135, 155, 175, 195, 217, 237, 257, 278, 300, 321, 343, 365, 387, 409, 430, 452, 474, 496, 518, 540, 561, 583, 605, 610]"
170,39169.1986392186,52538.81610968108,7.417879199527714,205204.18389031888,31,"[0, 4, 26, 48, 70, 92, 112, 132, 153, 175, 195, 217, 238, 259, 280, 301, 322, 344, 366, 388, 410, 431, 452, 473, 495, 517, 539, 560, 580, 602, 610]"
171,39189.092075678425,52554.30294761861,7.420246290791002,205188.69705238135,31,"[0, 10, 30, 52, 72, 94, 116, 137, 157, 177, 198, 219, 239, 260, 281, 302, 324, 346, 368, 390, 411, 433, 454, 475, 496, 517, 538, 559, 581, 603, 610]"
172,39126.68897088667,52419.764564655256,7.399530459830608,205323.23543534474,31,"[0, 4, 24, 46, 66, 88, 108, 128, 149, 170, 192, 213, 234, 256, 277, 299, 321, 343, 365, 387, 409, 430, 452, 473, 494, 516, 537, 558, 579, 600, 610]"
173,39123.96226006424,52400.545115148256,7.396572656663888,205342.45488485173,31,"[0, 7, 27, 48, 69, 91, 111, 131, 153, 173, 193, 214, 236, 257, 278, 300, 322, 344, 366, 388, 409, 431, 453, 475, 496, 517, 539, 560, 581, 603, 610]"
174,39208.719692218765,52558.147117466106,7.420888625131956,205184.85288253392,31,"[0, 3, 24, 44, 66, 88, 109, 131, 151, 172, 193, 213, 234, 256, 278, 299, 320, 341, 363, 385, 407, 429, 451, 472, 493, 514, 535, 556, 577, 598, 610]"
175,39082.2582902072,52370.42305337722,7.391934195048558,205372.5769466227,31,"[0, 7, 27, 49, 70, 91, 111, 133, 154, 175, 196, 216, 237, 258, 280, 301, 323, 345, 367, 389, 411, 433, 455, 476, 497, 519, 540, 561, 582, 604, 610]"
176,39194.69918869496,52522.191760114685,7.415334422887521,205220.80823988531,31,"[0, 8, 28, 50, 71, 91, 113, 133, 153, 173, 193, 215, 236, 256, 277, 298, 320, 342, 364, 386, 408, 430, 452, 473, 494, 516, 537, 559, 580, 602, 610]"
177,39351.569463383195,52674.98090458219,7.438815549971802,205068.01909541778,31,"[0, 3, 23, 43, 64, 85, 107, 127, 148, 170, 190, 212, 233, 255, 277, 299, 321, 343, 365, 387, 409, 431, 453, 475, 496, 517, 538, 559, 580, 602, 610]"
178,39125.4312253698,52427.934156707895,7.40076406067166,205315.0658432921,31,"[0, 4, 25, 47, 69, 91, 112, 132, 153, 173, 194, 215, 236, 258, 280, 302, 324, 345, 367, 389, 411, 432, 453, 475, 497, 518, 540, 562, 583, 605, 610]"
179,39381.37902169532,52847.89159509601,7.465516918425137,204895.108404904,31,"[0, 7, 28, 48, 70, 92, 113, 133, 154, 175, 196, 218, 238, 258, 280, 301, 322, 343, 365, 386, 408, 430, 451, 473, 495, 516, 537, 559, 580, 601, 610]"
180,39213.43594136897,52555.40189728486,7.420390884045477,205187.5981027152,31,"[0, 8, 28, 50, 70, 92, 113, 133, 154, 174, 196, 217, 238, 259, 281, 303, 325, 347, 369, 390, 412, 433, 455, 477, 499, 521, 543, 564, 585, 606, 610]"
181,39248.126600646196,52493.30224181413,7.410951228176501,205249.69775818588,31,"[0, 20, 40, 61, 82, 102, 124, 146, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 440, 461, 482, 503, 525, 546, 567, 587, 608, 610]"
182,39309.68900535201,52639.42938937861,7.433453137923298,205103.57061062142,31,"[0, 5, 26, 47, 67, 87, 107, 128, 150, 171, 191, 212, 233, 253, 274, 295, 317, 339, 361, 383, 405, 427, 449, 471, 493, 514, 535, 556, 576, 598, 610]"
183,39072.1871180402,52356.48818947117,7.389869165620584,205386.5118105289,31,"[0, 4, 25, 47, 67, 87, 109, 130, 151, 171, 192, 213, 234, 255, 276, 297, 319, 341, 363, 385, 407, 428, 450, 471, 492, 513, 534, 555, 577, 598, 610]"
184,39257.30165244892,52600.24685075841,7.427316428635163,205142.7531492416,31,"[0, 10, 31, 51, 71, 93, 114, 135, 156, 177, 197, 217, 237, 257, 279, 301, 323, 345, 367, 389, 411, 433, 455, 476, 497, 518, 539, 560, 581, 603, 610]"
185,39185.891594051696,52577.82999048335,7.42388462092139,205165.17000951665,31,"[0, 8, 29, 50, 71, 92, 114, 134, 154, 175, 195, 216, 237, 259, 280, 302, 323, 345, 366, 388, 409, 431, 452, 473, 494, 516, 537, 558, 579, 601, 610]"
186,39208.2806362984,52536.927400029126,7.417562678623528,205206.07259997085,31,"[0, 12, 32, 54, 74, 94, 116, 136, 156, 176, 197, 217, 238, 259, 281, 303, 324, 346, 368, 390, 412, 434, 456, 478, 500, 521, 542, 563, 584, 606, 610]"
187,39198.75732544453,52519.04284993388,7.414840248207544,205223.95715006618,31,"[0, 5, 25, 46, 66, 86, 107, 127, 149, 171, 192, 213, 234, 255, 276, 298, 320, 342, 364, 386, 408, 430, 452, 473, 494, 516, 537, 558, 579, 600, 610]"
188,39174.18070868317,52546.50063843474,7.419080515840635,205196.49936156528,31,"[0, 13, 33, 53, 74, 95, 116, 136, 156, 176, 197, 217, 238, 258, 279, 301, 322, 344, 366, 388, 409, 430, 451, 473, 495, 517, 539, 560, 582, 602, 610]"
189,39344.09616837495,52755.32407878355,7.4511873045266315,204987.67592121646,31,"[0, 7, 28, 49, 70, 90, 112, 132, 154, 175, 196, 217, 238, 260, 282, 304, 325, 346, 368, 390, 412, 434, 455, 477, 498, 520, 542, 564, 584, 605, 610]"
190,39152.75229613718,52459.95071192622,7.405783737326625,205283.0492880738,31,"[0, 9, 30, 50, 71, 91, 111, 131, 151, 172, 193, 214, 235, 255, 277, 298, 320, 341, 363, 385, 407, 429, 451, 473, 495, 517, 539, 560, 580, 602, 610]"
191,39163.063734868,52478.53361725832,7.4085884546898875,205264.4663827416,31,"[0, 8, 29, 49, 71, 93, 113, 135, 155, 175, 196, 217, 237, 258, 280, 301, 323, 345, 367, 389, 411, 432, 453, 475, 497, 519, 540, 560, 581, 603, 610]"
192,39351.68595068077,52757.38099157455,7.451502051534694,204985.6190084255,31,"[0, 3, 23, 44, 66, 87, 109, 130, 152, 173, 194, 216, 238, 259, 281, 302, 324, 345, 367, 389, 411, 432, 453, 475, 497, 519, 541, 562, 584, 606, 610]"
193,39300.05870318995,52558.88252574442,7.421058738902993,205184.11747425553,31,"[0, 17, 38, 60, 82, 102, 123, 145, 167, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 461, 483, 504, 525, 546, 567, 588, 609, 610]"
194,39291.75762457251,52600.68944394385,7.427389403460038,205142.3105560561,31,"[0, 3, 25, 46, 68, 89, 109, 129, 149, 170, 191, 213, 233, 255, 277, 299, 321, 343, 365, 387, 409, 431, 453, 474, 494, 515, 537, 558, 580, 601, 610]"
195,39367.57835478582,52726.28954769004,7.446784683445544,205016.71045230996,31,"[0, 17, 37, 58, 80, 101, 122, 143, 164, 186, 206, 227, 249, 270, 291, 312, 333, 355, 376, 397, 418, 439, 460, 481, 503, 525, 546, 567, 588, 609, 610]"
196,39176.946904314864,52502.22260806438,7.412247939847537,205240.77739193564,31,"[0, 9, 30, 50, 72, 92, 114, 134, 154, 174, 195, 217, 237, 258, 279, 300, 322, 344, 366, 388, 409, 430, 452, 474, 496, 517, 538, 559, 580, 602, 610]"
197,39127.23365775391,52449.320673482194,7.404093933016097,205293.67932651774,31,"[0, 8, 30, 51, 71, 91, 113, 133, 153, 174, 195, 216, 237, 258, 280, 302, 323, 345, 367, 389, 410, 432, 453, 474, 495, 517, 539, 560, 582, 603, 610]"
198,39069.34025599791,52386.12567943247,7.394390458834228,205356.8743205676,31,"[0, 7, 28, 49, 71, 93, 115, 136, 156, 176, 196, 216, 237, 258, 279, 300, 322, 344, 366, 387, 409, 430, 452, 473, 495, 517, 538, 560, 581, 602, 610]"
199,39295.6832243027,52670.18759581806,7.438073941436679,205072.8124041819,31,"[0, 7, 27, 48, 69, 91, 111, 132, 154, 175, 195, 216, 238, 259, 281, 302, 324, 346, 367, 389, 411, 433, 455, 477, 499, 521, 542, 563, 584, 606, 610]"
200,39156.797590090486,52488.514171320574,7.410145172919611,205254.48582867943,31,"[0, 7, 28, 49, 70, 91, 112, 133, 155, 175, 196, 217, 237, 258, 279, 301, 322, 344, 366, 388, 410, 432, 453, 473, 494, 516, 538, 559, 581, 603, 610]"
201,39167.46848715109,52379.13327784481,7.393396718418006,205363.86672215516,31,"[0, 19, 39, 60, 81, 103, 124, 146, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 545, 567, 588, 608, 610]"
202,39148.516266728904,52436.778482358975,7.402150535369821,205306.2215176411,31,"[0, 5, 27, 49, 70, 90, 110, 130, 151, 173, 193, 215, 236, 257, 278, 300, 322, 344, 366, 388, 410, 431, 453, 475, 497, 518, 539, 560, 581, 601, 610]"
203,39131.21254798559,52489.648044764304,7.410321139117429,205253.35195523567,31,"[0, 5, 25, 47, 68, 88, 109, 131, 152, 174, 195, 216, 237, 258, 279, 300, 322, 343, 365, 387, 409, 430, 452, 473, 495, 516, 538, 559, 580, 602, 610]"
204,39196.70445371096,52524.86962265945,7.415741827547299,205218.1303773405,31,"[0, 9, 30, 52, 72, 94, 114, 134, 156, 176, 196, 217, 237, 258, 279, 301, 322, 344, 366, 388, 410, 432, 453, 475, 496, 518, 538, 560, 582, 603, 610]"
205,39237.18245503032,52476.98761233203,7.40845625474612,205266.01238766793,31,"[0, 21, 42, 63, 83, 104, 125, 147, 167, 188, 209, 230, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 566, 587, 609, 610]"
206,39142.34923463666,52452.66801331776,7.404582162892471,205290.33198668223,31,"[0, 5, 26, 48, 69, 91, 112, 133, 155, 176, 196, 217, 238, 258, 279, 301, 323, 345, 367, 389, 411, 433, 454, 476, 498, 519, 540, 561, 582, 604, 610]"
207,39264.205933405545,52594.587750343664,7.426558980942492,205148.4122496563,31,"[0, 3, 24, 45, 65, 85, 106, 127, 148, 169, 190, 211, 232, 253, 275, 296, 317, 339, 361, 383, 405, 427, 448, 469, 491, 512, 532, 553, 574, 594, 610]"
208,39184.030845991714,52470.698891998276,7.4074471299179185,205272.3011080018,31,"[0, 2, 24, 46, 68, 88, 108, 128, 149, 169, 190, 211, 232, 253, 274, 296, 318, 340, 362, 384, 406, 427, 449, 470, 492, 513, 534, 555, 577, 599, 610]"
209,39063.873852903496,52375.41273236504,7.392755221941752,205367.58726763498,31,"[0, 4, 25, 46, 68, 90, 111, 133, 154, 174, 195, 215, 236, 257, 278, 299, 321, 343, 364, 386, 408, 429, 451, 473, 494, 516, 538, 559, 581, 603, 610]"
210,39014.27974432217,52265.722349322255,7.375824679106637,205477.27765067774,31,"[0, 5, 27, 49, 71, 91, 113, 134, 154, 175, 195, 216, 237, 258, 279, 301, 323, 345, 367, 389, 411, 433, 454, 476, 497, 519, 541, 562, 583, 605, 610]"
211,39261.17097151576,52501.290086841684,7.41219018471863,205241.7099131583,31,"[0, 18, 38, 60, 82, 103, 125, 147, 168, 189, 209, 230, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 566, 587, 609, 610]"
212,39287.928715734386,52676.283414132915,7.439057855890504,205066.71658586708,31,"[0, 6, 27, 47, 68, 89, 109, 131, 152, 173, 193, 215, 236, 256, 278, 300, 322, 343, 365, 387, 409, 430, 451, 473, 494, 515, 536, 557, 579, 600, 610]"
213,39111.72004603655,52361.19599974473,7.39059763096563,205381.8040002553,31,"[0, 4, 24, 45, 66, 88, 109, 130, 150, 170, 190, 211, 232, 253, 274, 295, 317, 339, 361, 383, 405, 427, 449, 470, 492, 513, 535, 556, 576, 596, 610]"
214,39005.23948848688,52221.18634283153,7.368974344044987,205521.81365716844,31,"[0, 3, 25, 47, 68, 89, 111, 132, 153, 174, 194, 214, 235, 256, 278, 300, 322, 344, 366, 388, 410, 432, 454, 476, 498, 519, 541, 563, 585, 606, 610]"
215,39159.91139768671,52504.89596360783,7.412661197217779,205238.10403639212,31,"[0, 12, 32, 54, 74, 94, 115, 135, 156, 177, 198, 218, 239, 259, 280, 301, 322, 344, 366, 388, 410, 431, 453, 475, 497, 518, 539, 560, 582, 604, 610]"
216,39139.35724404635,52333.67472636567,7.386395278528221,205409.32527363428,31,"[0, 18, 40, 62, 82, 104, 126, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 588, 609, 610]"
217,39277.42257836263,52550.60159042554,7.419702330498907,205192.3984095745,31,"[0, 21, 41, 63, 84, 105, 126, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357, 377, 397, 418, 439, 460, 481, 502, 524, 546, 567, 588, 609, 610]"
218,39289.819173084106,52646.76893847014,7.434512745391486,205096.2310615298,31,"[0, 9, 29, 50, 70, 90, 110, 130, 152, 173, 193, 214, 236, 257, 279, 301, 322, 344, 365, 387, 409, 431, 453, 475, 496, 517, 537, 558, 579, 599, 610]"
219,39280.6971639335,52538.58862794417,7.41794288756932,205204.41137205588,31,"[0, 19, 40, 60, 81, 102, 124, 144, 166, 188, 209, 230, 251, 273, 294, 315, 336, 357, 378, 399, 420, 441, 462, 483, 504, 525, 546, 567, 588, 608, 610]"
220,39132.47495315875,52414.731691027744,7.398779168793634,205328.26830897224,31,"[0, 8, 29, 49, 70, 90, 110, 130, 151, 171, 191, 213, 234, 255, 276, 298, 320, 342, 364, 386, 408, 430, 451, 473, 495, 517, 538, 559, 581, 603, 610]"
221,39118.58370562785,52421.91641317203,7.3998826190267994,205321.08358682797,31,"[0, 4, 26, 47, 67, 89, 110, 130, 152, 173, 194, 215, 236, 257, 279, 300, 322, 343, 365, 387, 408, 430, 452, 474, 496, 518, 539, 560, 582, 604, 610]"
222,39194.58944120655,52556.22319170329,7.4205852155150716,205186.7768082967,31,"[0, 4, 25, 46, 67, 89, 110, 130, 152, 173, 194, 214, 236, 257, 278, 299, 321, 342, 364, 386, 408, 429, 450, 472, 494, 515, 537, 558, 578, 598, 610]"
223,39093.5959323434,52404.519270341356,7.39721446602405,205338.48072965865,31,"[0, 5, 26, 47, 68, 88, 108, 130, 151, 172, 193, 214, 236, 257, 278, 300, 321, 343, 365, 387, 409, 430, 451, 473, 495, 516, 538, 560, 582, 604, 610]"
224,39164.50559488404,52515.96395400417,7.414392830756253,205227.0360459958,31,"[0, 5, 27, 48, 69, 91, 111, 133, 153, 173, 195, 215, 236, 257, 278, 299, 321, 343, 365, 387, 408, 429, 450, 472, 493, 514, 535, 556, 577, 597, 610]"
225,39011.26385638871,52325.9515241399,7.385121651457679,205417.04847586015,31,"[0, 4, 26, 48, 70, 92, 113, 133, 154, 175, 196, 217, 238, 258, 279, 300, 322, 344, 366, 388, 409, 431, 452, 473, 494, 515, 536, 557, 578, 598, 610]"
