Gross_Weight   Mach    altitude   fuel_flow
     234700         0.82        28000           8179.70      
     234700         0.82        29000           7941.14      
     234700         0.82        30000           7725.25      
     234700         0.82        31000           7533.72      
     234700         0.82        32000           7368.81      
     234700         0.82        33000           7233.60      
     234700         0.82        34000           7132.20      
     234700         0.82        35000           7070.19      
     234700         0.82        36000           7055.13      
     234700         0.82        37000           7126.71      
     234700         0.82        38000           7271.95      
     234700         0.82        39000           7506.33      
     234700         0.82        40000           7855.62      
     234700         0.82        41000           8356.80      
     234700         0.83        28000           8367.78      
     234700         0.83        29000           8112.06      
     234700         0.83        30000           7879.77      
     234700         0.83        31000           7672.68      
     234700         0.83        32000           7493.19      
     234700         0.83        33000           7344.56      
     234700         0.83        34000           7231.18      
     234700         0.83        35000           7158.99      
     234700         0.83        36000           7136.07      
     234700         0.83        37000           7203.18      
     234700         0.83        38000           7348.08      
     234700         0.83        39000           7587.75      
     234700         0.83        40000           7950.27      
     234700         0.83        41000           8476.27      
     234700         0.84        28000           8590.69      
     234700         0.84        29000           8317.86      
     234700         0.84        30000           8069.72      
     234700         0.84        31000           7848.24      
     234700         0.84        32000           7656.13      
     234700         0.84        33000           7497.06      
     234700         0.84        34000           7375.99      
     234700         0.84        35000           7299.63      
     234700         0.84        36000           7277.17      
     234700         0.84        37000           7351.52      
     234700         0.84        38000           7512.13      
     234700         0.84        39000           7779.16      
     234700         0.84        40000           8185.71      
     234700         0.84        41000           8780.30      
     234700         0.85        28000           8872.99      
     234700         0.85        29000           8584.21      
     234700         0.85        30000           8322.18      
     234700         0.85        31000           8089.32      
     234700         0.85        32000           7888.92      
     234700         0.85        33000           7725.43      
     234700         0.85        34000           7604.88      
     234700         0.85        35000           7535.50      
     234700         0.85        36000           7528.59      
     234700         0.85        37000           7631.16      
     234700         0.85        38000           7836.08      
     234700         0.85        39000           8169.93      
     234700         0.85        40000           8675.99      
     234700         0.85        41000           9419.44      
     234700         0.86        28000           9259.86      
     234700         0.86        29000           8958.21      
     234700         0.86        30000           8686.72      
     234700         0.86        31000           8448.58      
     234700         0.86        32000           8248.12      
     234700         0.86        33000           8091.23      
     234700         0.86        34000           7985.89      
     234700         0.86        35000           7943.09      
     234700         0.86        36000           7978.09      
     234700         0.86        37000           8145.58      
     234700         0.86        38000           8445.26      
     234700         0.86        39000           8916.69      
     234700         0.86        40000           9624.48      
     234700         0.86        41000           10669.71     
     234700         0.87        28000           9834.34      
     234700         0.87        29000           9525.75      
     234700         0.87        30000           9252.67      
     234700         0.87        31000           9019.60      
     234700         0.87        32000           8832.63      
     234700         0.87        33000           8700.06      
     234700         0.87        34000           8633.26      
     234700         0.87        35000           8648.10      
     234700         0.87        36000           8767.00      
     234700         0.87        37000           9058.90      
     234700         0.87        38000           9537.15      
     234700         0.87        39000           10267.88     
     234700         0.87        40000           11361.05     
     234700         0.87        41000           12997.66     
     239600         0.78        28000           7671.07      
     239600         0.78        29000           7501.49      
     239600         0.78        30000           7354.82      
     239600         0.78        31000           7233.19      
     239600         0.78        32000           7139.40      
     239600         0.78        33000           7077.22      
     239600         0.78        34000           7051.71      
     239600         0.78        35000           7069.64      
     239600         0.78        36000           7140.26      
     239600         0.78        37000           7305.98      
     239600         0.78        38000           7556.73      
     239600         0.78        39000           7912.67      
     239600         0.78        40000           8406.66      
     239600         0.78        41000           9086.62      
     239600         0.79        28000           7801.90      
     239600         0.79        29000           7617.59      
     239600         0.79        30000           7456.19      
     239600         0.79        31000           7319.72      
     239600         0.79        32000           7210.88      
     239600         0.79        33000           7133.27      
     239600         0.79        34000           7091.73      
     239600         0.79        35000           7092.78      
     239600         0.79        36000           7145.25      
     239600         0.79        37000           7291.00      
     239600         0.79        38000           7519.13      
     239600         0.79        39000           7848.57      
     239600         0.79        40000           8310.26      
     239600         0.79        41000           8949.06      
     239600         0.80        28000           7940.51      
     239600         0.80        29000           7740.79      
     239600         0.80        30000           7564.07      
     239600         0.80        31000           7412.32      
     239600         0.80        32000           7288.16      
     239600         0.80        33000           7195.08      
     239600         0.80        34000           7137.80      
     239600         0.80        35000           7122.65      
     239600         0.80        36000           7158.22      
     239600         0.80        37000           7286.08      
     239600         0.80        38000           7494.81      
     239600         0.80        39000           7802.61      
     239600         0.80        40000           8239.32      
     239600         0.80        41000           8848.04      
     239600         0.81        28000           8089.07      
     239600         0.81        29000           7873.21      
     239600         0.81        30000           7680.61      
     239600         0.81        31000           7513.19      
     239600         0.81        32000           7373.54      
     239600         0.81        33000           7265.14      
     239600         0.81        34000           7192.65      
     239600         0.81        35000           7162.37      
     239600         0.81        36000           7182.84      
     239600         0.81        37000           7295.64      
     239600         0.81        38000           7489.17      
     239600         0.81        39000           7781.49      
     239600         0.81        40000           8202.23      
     239600         0.81        41000           8794.20      
     239600         0.82        28000           8251.66      
     239600         0.82        29000           8019.02      
     239600         0.82        30000           7810.11      
     239600         0.82        31000           7626.86      
     239600         0.82        32000           7471.92      
     239600         0.82        33000           7348.83      
     239600         0.82        34000           7262.34      
     239600         0.82        35000           7218.89      
     239600         0.82        36000           7227.23      
     239600         0.82        37000           7329.43      
     239600         0.82        38000           7514.15      
     239600         0.82        39000           7800.08      
     239600         0.82        40000           8217.84      
     239600         0.82        41000           8811.85      
     239600         0.83        28000           8435.88      
     239600         0.83        29000           8186.09      
     239600         0.83        30000           7960.84      
     239600         0.83        31000           7762.17      
     239600         0.83        32000           7592.88      
     239600         0.83        33000           7456.73      
     239600         0.83        34000           7358.78      
     239600         0.83        35000           7305.91      
     239600         0.83        36000           7307.47      
     239600         0.83        37000           7406.76      
     239600         0.83        38000           7593.38      
     239600         0.83        39000           7887.83      
     239600         0.83        40000           8323.62      
     239600         0.83        41000           8949.74      
     239600         0.84        28000           8655.67      
     239600         0.84        29000           8389.02      
     239600         0.84        30000           8148.26      
     239600         0.84        31000           7935.71      
     239600         0.84        32000           7754.49      
     239600         0.84        33000           7608.86      
     239600         0.84        34000           7504.53      
     239600         0.84        35000           7449.30      
     239600         0.84        36000           7453.83      
     239600         0.84        37000           7563.88      
     239600         0.84        38000           7771.16      
     239600         0.84        39000           8100.10      
     239600         0.84        40000           8590.38      
     239600         0.84        41000           9301.02      
     239600         0.85        28000           8936.68      
     239600         0.85        29000           8654.69      
     239600         0.85        30000           8400.88      
     239600         0.85        31000           8178.06      
     239600         0.85        32000           7990.04      
     239600         0.85        33000           7841.98      
     239600         0.85        34000           7740.86      
     239600         0.85        35000           7696.23      
     239600         0.85        36000           7721.26      
     239600         0.85        37000           7866.48      
     239600         0.85        38000           8127.88      
     239600         0.85        39000           8537.80      
     239600         0.85        40000           9148.72      
     239600         0.85        41000           10040.85     
     239600         0.86        28000           9325.94      
     239600         0.86        29000           9032.35      
     239600         0.86        30000           8770.73      
     239600         0.86        31000           8544.78      
     239600         0.86        32000           8359.53      
     239600         0.86        33000           8221.79      
     239600         0.86        34000           8140.85      
     239600         0.86        35000           8129.51      
     239600         0.86        36000           8205.66      
     239600         0.86        37000           8428.87      
     239600         0.86        38000           8803.77      
     239600         0.86        39000           9378.97      
     239600         0.86        40000           10234.02     
     239600         0.86        41000           11495.65     
     239600         0.87        28000           9909.69      
     239600         0.87        29000           9611.39      
     239600         0.87        30000           9351.04      
     239600         0.87        31000           9133.87      
     239600         0.87        32000           8966.94      
     239600         0.87        33000           8859.90      
     239600         0.87        34000           8826.04      
     239600         0.87        35000           8884.00      
     239600         0.87        36000           9060.33      
     239600         0.87        37000           9431.60      
     239600         0.87        38000           10020.02     
     239600         0.87        39000           10908.03     
     239600         0.87        40000           12233.97     
     239600         0.87        41000           14229.86     
     244500         0.78        28000           7761.98      
     244500         0.78        29000           7599.52      
     244500         0.78        30000           7461.20      
     244500         0.78        31000           7349.44      
     244500         0.78        32000           7267.48      
     244500         0.78        33000           7219.65      
     244500         0.78        34000           7211.73      
     244500         0.78        35000           7251.55      
     244500         0.78        36000           7349.79      
     244500         0.78        37000           7551.77      
     244500         0.78        38000           7849.51      
     244500         0.78        39000           8267.25      
     244500         0.78        40000           8844.16      
     244500         0.78        41000           9638.06      
     244500         0.79        28000           7888.93      
     244500         0.79        29000           7711.49      
     244500         0.79        30000           7558.13      
     244500         0.79        31000           7431.18      
     244500         0.79        32000           7333.74      
     244500         0.79        33000           7269.96      
     244500         0.79        34000           7245.38      
     244500         0.79        35000           7267.51      
     244500         0.79        36000           7346.56      
     244500         0.79        37000           7527.16      
     244500         0.79        38000           7800.32      
     244500         0.79        39000           8188.82      
