Gross_Weight   Mach    altitude   fuel_flow
     254300         0.79        31000           7669.17      
     254300         0.79        32000           7597.47      
     254300         0.79        33000           7565.10      
     254300         0.79        34000           7579.34      
     254300         0.79        35000           7650.10      
     254300         0.79        36000           7790.92      
     254300         0.79        37000           8053.14      
     254300         0.79        38000           8432.88      
     254300         0.79        39000           8962.77      
     254300         0.79        40000           9695.02      
     254300         0.79        41000           10708.04     
     254300         0.80        28000           8198.68      
     254300         0.80        29000           8020.29      
     254300         0.80        30000           7868.71      
     254300         0.80        31000           7746.91      
     254300         0.80        32000           7658.81      
     254300         0.80        33000           7609.71      
     254300         0.80        34000           7606.70      
     254300         0.80        35000           7659.38      
     254300         0.80        36000           7780.95      
     254300         0.80        37000           8022.09      
     254300         0.80        38000           8378.15      
     254300         0.80        39000           8880.43      
     254300         0.80        40000           9579.09      
     254300         0.80        41000           10549.08     
     254300         0.81        28000           8334.52      
     254300         0.81        29000           8139.43      
     254300         0.81        30000           7971.39      
     254300         0.81        31000           7833.30      
     254300         0.81        32000           7729.08      
     254300         0.81        33000           7663.95      
     254300         0.81        34000           7644.98      
     254300         0.81        35000           7681.72      
     254300         0.81        36000           7787.27      
     254300         0.81        37000           8012.22      
     254300         0.81        38000           8351.74      
     254300         0.81        39000           8836.91      
     254300         0.81        40000           9517.52      
     254300         0.81        41000           10468.03     
     254300         0.82        28000           8484.48      
     254300         0.82        29000           8272.34      
     254300         0.82        30000           8087.76      
     254300         0.82        31000           7933.71      
     254300         0.82        32000           7814.17      
     254300         0.82        33000           7734.49      
     254300         0.82        34000           7701.88      
     254300         0.82        35000           7726.14      
     254300         0.82        36000           7820.72      
     254300         0.82        37000           8036.85      
     254300         0.82        38000           8370.33      
     254300         0.82        39000           8853.43      
     254300         0.82        40000           9537.84      
     254300         0.82        41000           10501.29     
     254300         0.83        28000           8657.07      
     254300         0.83        29000           8427.99      
     254300         0.83        30000           8227.45      
     254300         0.83        31000           8058.63      
     254300         0.83        32000           7925.75      
     254300         0.83        33000           7834.51      
     254300         0.83        34000           7792.62      
     254300         0.83        35000           7810.56      
     254300         0.83        36000           7902.78      
     254300         0.83        37000           8122.36      
     254300         0.83        38000           8466.98      
     254300         0.83        39000           8972.25      
     254300         0.83        40000           9695.35      
     254300         0.83        41000           10723.25     
     254300         0.84        28000           8868.16      
     254300         0.84        29000           8623.22      
     254300         0.84        30000           8408.61      
     254300         0.84        31000           8227.91      
     254300         0.84        32000           8085.87      
     254300         0.84        33000           7988.95      
     254300         0.84        34000           7945.88      
     254300         0.84        35000           7968.62      
     254300         0.84        36000           8073.77      
     254300         0.84        37000           8318.26      
     254300         0.84        38000           8703.84      
     254300         0.84        39000           9273.37      
     254300         0.84        40000           10096.07     
     254300         0.84        41000           11279.36     
     254300         0.85        28000           9146.94      
     254300         0.85        29000           8889.10      
     254300         0.85        30000           8664.69      
     254300         0.85        31000           8478.05      
     254300         0.85        32000           8334.98      
     254300         0.85        33000           8243.35      
     254300         0.85        34000           8213.90      
     254300         0.85        35000           8261.43      
     254300         0.85        36000           8406.71      
     254300         0.85        37000           8714.40      
     254300         0.85        38000           9194.50      
     254300         0.85        39000           9905.00      
     254300         0.85        40000           10940.64     
     254300         0.85        41000           12453.43     
     254300         0.86        28000           9546.88      
     254300         0.86        29000           9282.23      
     254300         0.86        30000           9056.28      
     254300         0.86        31000           8874.70      
     254300         0.86        32000           8745.19      
     254300         0.86        33000           8678.22      
     254300         0.86        34000           8688.25      
     254300         0.86        35000           8795.46      
     254300         0.86        36000           9028.71      
     254300         0.86        37000           9467.82      
     254300         0.86        38000           10140.13     
     254300         0.86        39000           11135.97     
     254300         0.86        40000           12606.62     
     254300         0.86        41000           14806.35     
     254300         0.87        28000           10164.60     
     254300         0.87        29000           9903.62      
     254300         0.87        30000           9689.75      
     254300         0.87        31000           9530.99      
     254300         0.87        32000           9438.28      
     254300         0.87        33000           9426.68      
     254300         0.87        34000           9517.29      
     254300         0.87        35000           9740.31      
     254300         0.87        36000           10140.20     
     254300         0.87        37000           10826.61     
     254300         0.87        38000           11863.98     
     254300         0.87        39000           13413.61     
     254300         0.87        40000           15755.99     
     254300         0.87        41000           19387.88     
     259200         0.78        28000           8054.66      
     259200         0.78        29000           7916.70      
     259200         0.78        30000           7807.31      
     259200         0.78        31000           7730.10      
     259200         0.78        32000           7689.89      
     259200         0.78        33000           7693.13      
     259200         0.78        34000           7748.52      
     259200         0.78        35000           7867.93      
     259200         0.78        36000           8067.76      
     259200         0.78        37000           8404.62      
     259200         0.78        38000           8879.67      
     259200         0.78        39000           9534.63      
     259200         0.78        40000           10436.41     
     259200         0.78        41000           11687.52     
     259200         0.79        28000           8169.26      
     259200         0.79        29000           8015.42      
     259200         0.79        30000           7889.95      
     259200         0.79        31000           7796.30      
     259200         0.79        32000           7739.11      
     259200         0.79        33000           7724.56      
     259200         0.79        34000           7760.98      
     259200         0.79        35000           7859.71      
     259200         0.79        36000           8036.38      
     259200         0.79        37000           8346.31      
     259200         0.79        38000           8789.00      
     259200         0.79        39000           9403.43      
     259200         0.79        40000           10251.90     
     259200         0.79        41000           11429.18     
     259200         0.80        28000           8291.11      
     259200         0.80        29000           8120.86      
     259200         0.80        30000           7978.96      
     259200         0.80        31000           7868.76      
     259200         0.80        32000           7794.77      
     259200         0.80        33000           7763.01      
     259200         0.80        34000           7781.58      
     259200         0.80        35000           7861.50      
     259200         0.80        36000           8017.94      
     259200         0.80        37000           8305.46      
     259200         0.80        38000           8722.62      
     259200         0.80        39000           9306.79      
     259200         0.80        40000           10117.73     
     259200         0.80        41000           11245.88     
     259200         0.81        28000           8422.53      
     259200         0.81        29000           8235.40      
     259200         0.81        30000           8076.83      
     259200         0.81        31000           7950.13      
     259200         0.81        32000           7859.78      
     259200         0.81        33000           7811.75      
     259200         0.81        34000           7814.10      
     259200         0.81        35000           7877.77      
     259200         0.81        36000           8017.85      
     259200         0.81        37000           8288.76      
     259200         0.81        38000           8688.86      
     259200         0.81        39000           9255.27      
     259200         0.81        40000           10047.30     
     259200         0.81        41000           11154.81     
     259200         0.82        28000           8568.19      
     259200         0.82        29000           8363.92      
     259200         0.82        30000           8188.76      
     259200         0.82        31000           8046.09      
     259200         0.82        32000           7940.46      
     259200         0.82        33000           7877.98      
     259200         0.82        34000           7866.89      
     259200         0.82        35000           7918.44      
     259200         0.82        36000           8048.10      
     259200         0.82        37000           8311.02      
     259200         0.82        38000           8706.40      
     259200         0.82        39000           9272.78      
     259200         0.82        40000           10071.88     
     259200         0.82        41000           11197.70     
     259200         0.83        28000           8736.95      
     259200         0.83        29000           8515.85      
     259200         0.83        30000           8324.93      
     259200         0.83        31000           8167.80      
     259200         0.83        32000           8049.30      
     259200         0.83        33000           7975.93      
     259200         0.83        34000           7956.52      
     259200         0.83        35000           8003.11      
     259200         0.83        36000           8132.38      
     259200         0.83        37000           8401.60      
     259200         0.83        38000           8812.29      
     259200         0.83        39000           9407.11      
     259200         0.83        40000           10254.65     
     259200         0.83        41000           11460.64     
     259200         0.84        28000           8945.40      
     259200         0.84        29000           8708.89      
     259200         0.84        30000           8504.54      
     259200         0.84        31000           8336.40      
     259200         0.84        32000           8209.93      
     259200         0.84        33000           8132.51      
     259200         0.84        34000           8114.16      
     259200         0.84        35000           8168.65      
     259200         0.84        36000           8315.18      
     259200         0.84        37000           8615.56      
     259200         0.84        38000           9076.33      
     259200         0.84        39000           9749.13      
     259200         0.84        40000           10717.59     
     259200         0.84        41000           12113.52     
     259200         0.85        28000           9224.11      
     259200         0.85        29000           8975.74      
     259200         0.85        30000           8762.96      
     259200         0.85        31000           8590.71      
     259200         0.85        32000           8465.64      
     259200         0.85        33000           8396.79      
     259200         0.85        34000           8396.49      
     259200         0.85        35000           8481.87      
     259200         0.85        36000           8677.09      
     259200         0.85        37000           9053.08      
     259200         0.85        38000           9626.68      
     259200         0.85        39000           10468.37     
     259200         0.85        40000           11694.07     
     259200         0.85        41000           13492.94     
     259200         0.86        28000           9628.96      
     259200         0.86        29000           9375.79      
     259200         0.86        30000           9164.06      
     259200         0.86        31000           9000.29      
     259200         0.86        32000           8893.31      
     259200         0.86        33000           8855.19      
     259200         0.86        34000           8902.60      
     259200         0.86        35000           9059.08      
     259200         0.86        36000           9358.49      
     259200         0.86        37000           9889.96      
     259200         0.86        38000           10692.16     
     259200         0.86        39000           11876.42     
     259200         0.86        40000           13631.26     
     259200         0.86        41000           16279.11     
     259200         0.87        28000           10260.39     
     259200         0.87        29000           10014.34     
     259200         0.87        30000           9819.16      
     259200         0.87        31000           9684.07      
     259200         0.87        32000           9621.67      
     259200         0.87        33000           9649.39      
     259200         0.87        34000           9791.86      
     259200         0.87        35000           10084.61     
     259200         0.87        36000           10580.57     
     259200         0.87        37000           11405.22     
     259200         0.87        38000           12644.74     
     259200         0.87        39000           14501.65     
     259200         0.87        40000           17332.84     
     259200         0.87        41000           21781.16     
     264100         0.78        28000           8159.39      
     264100         0.78        29000           8030.78      
     264100         0.78        30000           7932.51      
     264100         0.78        31000           7868.68      
     264100         0.78        32000           7844.79      
     264100         0.78        33000           7868.17      
     264100         0.78        34000           7948.77      
     264100         0.78        35000           8100.18      
     264100         0.78        36000           8341.30      
     264100         0.78        37000           8733.61      
     264100         0.78        38000           9282.61      
     264100         0.78        39000           10038.24     
     264100         0.78        40000           11080.67     
     264100         0.78        41000           12534.43     
     264100         0.79        28000           8269.61      
     264100         0.79        29000           8124.77      
     264100         0.79        30000           8010.02      
     264100         0.79        31000           7929.28      
     264100         0.79        32000           7887.82      
     264100         0.79        33000           7892.68      
     264100         0.79        34000           7953.36      
     264100         0.79        35000           8082.86      
     264100         0.79        36000           8299.15      
     264100         0.79        37000           8662.14      
     264100         0.79        38000           9175.34      
     264100         0.79        39000           9885.28      
     264100         0.79        40000           10866.43     
     264100         0.79        41000           12233.54     
     264100         0.80        28000           8386.99      
     264100         0.80        29000           8225.46      
     264100         0.80        30000           8093.96      
     264100         0.80        31000           7996.30      
     264100         0.80        32000           7937.61      
     264100         0.80        33000           7924.73      
     264100         0.80        34000           7966.91      
     264100         0.80        35000           8076.77      
     264100         0.80        36000           8271.77      
     264100         0.80        37000           8610.83      
     264100         0.80        38000           9096.38      
     264100         0.80        39000           9772.99      
     264100         0.80        40000           10711.95     
     264100         0.80        41000           12022.61     
     264100         0.81        28000           8513.91      
     264100         0.81        29000           8335.30      
     264100         0.81        30000           8186.92      
     264100         0.81        31000           8072.55      
     264100         0.81        32000           7997.26      
     264100         0.81        33000           7967.86      
     264100         0.81        34000           7993.54      
     264100         0.81        35000           8086.84      
     264100         0.81        36000           8265.11      
     264100         0.81        37000           8587.10      
     264100         0.81        38000           9055.03      
     264100         0.81        39000           9713.15      
     264100         0.81        40000           10632.25     
     264100         0.81        41000           11920.95     
     264100         0.82        28000           8655.21      
     264100         0.82        29000           8459.40      
     264100         0.82        30000           8294.39      
     264100         0.82        31000           8164.05      
     264100         0.82        32000           8073.54      
     264100         0.82        33000           8029.84      
     264100         0.82        34000           8042.35      
     264100         0.82        35000           8123.94      
     264100         0.82        36000           8292.44      
     264100         0.82        37000           8607.46      
     264100         0.82        38000           9072.22      
     264100         0.82        39000           9732.76      
     264100         0.82        40000           10662.89     
     264100         0.82        41000           11976.50     
     264100         0.83        28000           8820.16      
     264100         0.83        29000           8607.67      
     264100         0.83        30000           8427.16      
     264100         0.83        31000           8282.72      
     264100         0.83        32000           8179.88      
     264100         0.83        33000           8126.07      
     264100         0.83        34000           8131.36      
     264100         0.83        35000           8209.57      
     264100         0.83        36000           8379.94      
     264100         0.83        37000           8704.55      
     264100         0.83        38000           9189.50      
     264100         0.83        39000           9885.93      
     264100         0.83        40000           10876.19     
     264100         0.83        41000           12289.12     
     264100         0.84        28000           9026.14      
     264100         0.84        29000           8798.77      
     264100         0.84        30000           8605.54      
     264100         0.84        31000           8451.09      
     264100         0.84        32000           8341.64      
     264100         0.84        33000           8285.62      
     264100         0.84        34000           8294.51      
     264100         0.84        35000           8384.14      
     264100         0.84        36000           8576.74      
     264100         0.84        37000           8939.74      
     264100         0.84        38000           9485.44      
     264100         0.84        39000           10276.08     
     264100         0.84        40000           11412.92     
     264100         0.84        41000           13058.07     
     264100         0.85        28000           9305.19      
     264100         0.85        29000           9067.11      
     264100         0.85        30000           8867.00      
     264100         0.85        31000           8710.48      
     264100         0.85        32000           8605.18      
     264100         0.85        33000           8561.41      
     264100         0.85        34000           8593.38      
     264100         0.85        35000           8720.85      
     264100         0.85        36000           8971.97      
     264100         0.85        37000           9424.99      
     264100         0.85        38000           10105.03     
     264100         0.85        39000           11097.86     
     264100         0.85        40000           12545.69     
     264100         0.85        41000           14684.49     
     264100         0.86        28000           9715.74      
     264100         0.86        29000           9475.09      
     264100         0.86        30000           9278.94      
     264100         0.86        31000           9134.73      
     264100         0.86        32000           9052.60      
     264100         0.86        33000           9046.40      
     264100         0.86        34000           9135.43      
     264100         0.86        35000           9347.06      
     264100         0.86        36000           9721.14      
     264100         0.86        37000           10357.80     
     264100         0.86        38000           11309.71     
     264100         0.86        39000           12714.34     
     264100         0.86        40000           14807.21     
     264100         0.86        41000           17998.10     
     264100         0.87        28000           10362.26     
     264100         0.87        29000           10132.56     
     264100         0.87        30000           9957.95      
     264100         0.87        31000           9848.98      
     264100         0.87        32000           9820.17      
     264100         0.87        33000           9891.72      
     264100         0.87        34000           10092.33     
     264100         0.87        35000           10463.91     
     264100         0.87        36000           11069.56     
     264100         0.87        37000           12053.96     
     264100         0.87        38000           13530.59     
     264100         0.87        39000           15754.23     
     264100         0.87        40000           19179.96     
     264100         0.87        41000           24640.75     
     269000         0.78        28000           8267.99      
     269000         0.78        29000           8149.38      
     269000         0.78        30000           8063.07      
     269000         0.78        31000           8013.71      
     269000         0.78        32000           8007.51      
     269000         0.78        33000           8052.84      
     269000         0.78        34000           8161.02      
     269000         0.78        35000           8347.65      
     269000         0.78        36000           8634.52      
     269000         0.78        37000           9088.60      
     269000         0.78        38000           9720.66      
     269000         0.78        39000           10590.44     
     269000         0.78        40000           11794.18     
     269000         0.78        41000           13483.43     
     269000         0.79        28000           8373.69      
     269000         0.79        29000           8238.49      
     269000         0.79        30000           8135.27      
     269000         0.79        31000           8068.47      
     269000         0.79        32000           8044.07      
     269000         0.79        33000           8070.06      
     269000         0.79        34000           8157.30      
     269000         0.79        35000           8320.63      
     269000         0.79        36000           8580.76      
     269000         0.79        37000           9002.77      
     269000         0.79        38000           9595.03      
     269000         0.79        39000           10413.07     
     269000         0.79        40000           11546.00     
     269000         0.79        41000           13133.03     
     269000         0.80        28000           8486.47      
     269000         0.80        29000           8334.30      
     269000         0.80        30000           8213.98      
     269000         0.80        31000           8129.88      
     269000         0.80        32000           8087.78      
     269000         0.80        33000           8095.47      
     269000         0.80        34000           8163.49      
     269000         0.80        35000           8306.28      
     269000         0.80        36000           8543.90      
     269000         0.80        37000           8940.28      
     269000         0.80        38000           9502.45      
     269000         0.80        39000           10283.56     
     269000         0.80        40000           11368.78     
     269000         0.80        41000           12890.54     
     269000         0.81        28000           8608.80      
     269000         0.81        29000           8439.35      
     269000         0.81        30000           8301.94      
     269000         0.81        31000           8200.89      
     269000         0.81        32000           8141.96      
     269000         0.81        33000           8132.87      
     269000         0.81        34000           8184.10      
     269000         0.81        35000           8310.00      
     269000         0.81        36000           8530.51      
     269000         0.81        37000           8909.33      
     269000         0.81        38000           9453.26      
     269000         0.81        39000           10215.07     
     269000         0.81        40000           11279.35     
     269000         0.81        41000           12777.65     
     269000         0.82        28000           8745.71      
     269000         0.82        29000           8559.00      
     269000         0.82        30000           8404.95      
     269000         0.82        31000           8287.95      
     269000         0.82        32000           8213.89      
     269000         0.82        33000           8190.67      
     269000         0.82        34000           8229.05      
     269000         0.82        35000           8343.74      
     269000         0.82        36000           8555.26      
     269000         0.82        37000           8928.29      
     269000         0.82        38000           9470.91      
     269000         0.82        39000           10238.08     
     269000         0.82        40000           11318.18     
     269000         0.82        41000           12849.54     
     269000         0.83        28000           8906.90      
     269000         0.83        29000           8703.69      
     269000         0.83        30000           8534.43      
     269000         0.83        31000           8403.77      
     269000         0.83        32000           8318.00      
     269000         0.83        33000           8285.57      
     269000         0.83        34000           8318.00      
     269000         0.83        35000           8431.12      
     269000         0.83        36000           8647.10      
     269000         0.83        37000           9033.55      
     269000         0.83        38000           9602.08      
     269000         0.83        39000           10413.96     
     269000         0.83        40000           11568.28     
     269000         0.83        41000           13222.38     
     269000         0.84        28000           9110.61      
     269000         0.84        29000           8893.11      
     269000         0.84        30000           8711.95      
     269000         0.84        31000           8572.40      
     269000         0.84        32000           8481.54      
     269000         0.84        33000           8449.00      
     269000         0.84        34000           8487.91      
     269000         0.84        35000           8616.47      
     269000         0.84        36000           8860.39      
     269000         0.84        37000           9293.60      
     269000         0.84        38000           9935.37      
     269000         0.84        39000           10860.73     
     269000         0.84        40000           12192.58     
     269000         0.84        41000           14130.77     
     269000         0.85        28000           9390.43      
     269000         0.85        29000           9163.53      
     269000         0.85        30000           8977.22      
     269000         0.85        31000           8837.90      
     269000         0.85        32000           8754.28      
     269000         0.85        33000           8738.15      
     269000         0.85        34000           8805.81      
     269000         0.85        35000           8980.13      
     269000         0.85        36000           9293.86      
     269000         0.85        37000           9833.83      
     269000         0.85        38000           10635.30     
     269000         0.85        39000           11802.70     
     269000         0.85        40000           13510.97     
     269000         0.85        41000           16055.16     
     269000         0.86        28000           9807.54      
     269000         0.86        29000           9580.55      
     269000         0.86        30000           9401.44      
     269000         0.86        31000           9278.73      
     269000         0.86        32000           9223.97      
     269000         0.86        33000           9253.12      
     269000         0.86        34000           9388.47      
     269000         0.86        35000           9661.92      
     269000         0.86        36000           10120.35     
     269000         0.86        37000           10877.04     
     269000         0.86        38000           12001.97     
     269000         0.86        39000           13665.19     
     269000         0.86        40000           16161.65     
     269000         0.86        41000           20013.13     
     269000         0.87        28000           10470.65     
     269000         0.87        29000           10258.87     
     269000         0.87        30000           10106.85     
     269000         0.87        31000           10026.72     
     269000         0.87        32000           10035.15     
     269000         0.87        33000           10155.54     
     269000         0.87        34000           10421.42     
     269000         0.87        35000           10882.21     
     269000         0.87        36000           11613.37     
     269000         0.87        37000           12782.87     
     269000         0.87        38000           14538.59     
     269000         0.87        39000           17201.60     
     269000         0.87        40000           21353.18     
     269000         0.87        41000           28073.72     
     273900         0.78        28000           8380.64      
     273900         0.78        29000           8272.76      
     273900         0.78        30000           8199.31      
     273900         0.78        31000           8165.56      
     273900         0.78        32000           8178.57      
     273900         0.78        33000           8247.81      
     273900         0.78        34000           8386.21      
     273900         0.78        35000           8611.62      
     273900         0.78        36000           8949.16      
     273900         0.78        37000           9472.13      
     273900         0.78        38000           10197.61     
     273900         0.78        39000           11197.06     
     273900         0.78        40000           12586.22     
     273900         0.78        41000           14549.84     
     273900         0.79        28000           8481.67      
     273900         0.79        29000           8356.81      
     273900         0.79        30000           8265.98      
     273900         0.79        31000           8214.24      
     273900         0.79        32000           8208.35      
     273900         0.79        33000           8257.37      
     273900         0.79        34000           8373.66      
     273900         0.79        35000           8574.22      
     273900         0.79        36000           8882.88      
     273900         0.79        37000           9370.63      
     273900         0.79        38000           10051.64     
     273900         0.79        39000           10992.18     
     273900         0.79        40000           12299.11     
     273900         0.79        41000           14141.55     
     273900         0.80        28000           8589.73      
     273900         0.80        29000           8447.59      
     273900         0.80        30000           8339.32      
     273900         0.80        31000           8269.85      
     273900         0.80        32000           8245.75      
     273900         0.80        33000           8275.86      
     273900         0.80        34000           8372.16      
     273900         0.80        35000           8551.17      
     273900         0.80        36000           8835.95      
     273900         0.80        37000           9296.12      
     273900         0.80        38000           9944.23      
     273900         0.80        39000           10843.65     
     273900         0.80        40000           12096.30     
     273900         0.80        41000           13862.83     
     273900         0.81        28000           8707.38      
     273900         0.81        29000           8547.75      
     273900         0.81        30000           8422.18      
     273900         0.81        31000           8335.54      
     273900         0.81        32000           8294.35      
     273900         0.81        33000           8307.40      
     273900         0.81        34000           8386.62      
     273900         0.81        35000           8548.40      
     273900         0.81        36000           8815.66      
     273900         0.81        37000           9257.73      
     273900         0.81        38000           9886.92      
     273900         0.81        39000           10766.14     
     273900         0.81        40000           11996.63     
     273900         0.81        41000           13738.02     
     273900         0.82        28000           8839.87      
     273900         0.82        29000           8662.94      
     273900         0.82        30000           8520.71      
     273900         0.82        31000           8418.17      
     273900         0.82        32000           8361.98      
     273900         0.82        33000           8361.14      
     273900         0.82        34000           8427.87      
     273900         0.82        35000           8579.03      
     273900         0.82        36000           8838.22      
     273900         0.82        37000           9275.91      
     273900         0.82        38000           9905.98      
     273900         0.82        39000           10794.09     
     273900         0.82        40000           12046.23     
     273900         0.82        41000           13830.73     
     273900         0.83        28000           8997.36      
     273900         0.83        29000           8804.15      
     273900         0.83        30000           8647.05      
     273900         0.83        31000           8531.35      
     273900         0.83        32000           8464.18      
     273900         0.83        33000           8455.15      
     273900         0.83        34000           8517.38      
     273900         0.83        35000           8669.04      
     273900         0.83        36000           8935.68      
     273900         0.83        37000           9391.23      
     273900         0.83        38000           10053.94     
     273900         0.83        39000           10997.23     
     273900         0.83        40000           12340.59     
     273900         0.83        41000           14276.54     
     273900         0.84        28000           9199.00      
     273900         0.84        29000           8992.19      
     273900         0.84        30000           8824.12      
     273900         0.84        31000           8700.79      
     273900         0.84        32000           8630.26      
     273900         0.84        33000           8623.48      
     273900         0.84        34000           8695.46      
     273900         0.84        35000           8867.13      
     273900         0.84        36000           9168.25      
     273900         0.84        37000           9680.26      
     273900         0.84        38000           10430.87     
     273900         0.84        39000           11510.60     
     273900         0.84        40000           13068.93     
     273900         0.84        41000           15352.79     
     273900         0.85        28000           9480.09      
     273900         0.85        29000           9265.33      
     273900         0.85        30000           9094.04      
     273900         0.85        31000           8973.54      
     273900         0.85        32000           8913.69      
     273900         0.85        33000           8927.99      
     273900         0.85        34000           9035.17      
     273900         0.85        35000           9261.63      
     273900         0.85        36000           9645.56      
     273900         0.85        37000           10283.84     
     273900         0.85        38000           11224.09     
     273900         0.85        39000           12593.70     
     273900         0.85        40000           14608.32     
     273900         0.85        41000           17637.67     
     273900         0.86        28000           9904.71      
     273900         0.86        29000           9692.61      
     273900         0.86        30000           9532.15      
     273900         0.86        31000           9433.02      
     273900         0.86        32000           9408.45      
     273900         0.86        33000           9476.74      
     273900         0.86        34000           9663.67      
     273900         0.86        35000           10006.43     
     273900         0.86        36000           10560.32     
     273900         0.86        37000           11454.25     
     273900         0.86        38000           12779.70     
     273900         0.86        39000           14747.37     
     273900         0.86        40000           17727.47     
     273900         0.86        41000           22385.43     
     273900         0.87        28000           10586.04     
     273900         0.87        29000           10393.88     
     273900         0.87        30000           10266.70     
     273900         0.87        31000           10218.37     
     273900         0.87        32000           10268.09     
     273900         0.87        33000           10442.96     
     273900         0.87        34000           10782.15     
     273900         0.87        35000           11344.08     
     273900         0.87        36000           12219.17     
     273900         0.87        37000           13603.78     
     273900         0.87        38000           15689.13     
     273900         0.87        39000           18880.48     
     273900         0.87        40000           23921.41     
     273900         0.87        41000           32213.86     
     278800         0.78        28000           8497.55      
     278800         0.78        29000           8401.15      
     278800         0.78        30000           8341.54      
     278800         0.78        31000           8324.67      
     278800         0.78        32000           8358.51      
     278800         0.78        33000           8453.82      
     278800         0.78        34000           8625.33      
     278800         0.78        35000           8893.47      
     278800         0.78        36000           9287.19      
     278800         0.78        37000           9887.06      
     278800         0.78        38000           10717.75     
     278800         0.78        39000           11864.78     
     278800         0.78        40000           13467.56     
     278800         0.78        41000           15751.70     
     278800         0.79        28000           8593.75      
     278800         0.79        29000           8479.96      
     278800         0.79        30000           8402.48      
     278800         0.79        31000           8367.01      
     278800         0.79        32000           8381.18      
     278800         0.79        33000           8455.30      
     278800         0.79        34000           8603.41      
     278800         0.79        35000           8844.95      
     278800         0.79        36000           9207.34      
     278800         0.79        37000           9768.36      
     278800         0.79        38000           10549.13     
     278800         0.79        39000           11628.78     
     278800         0.79        40000           13135.58     
     278800         0.79        41000           15275.45     
     278800         0.80        28000           8696.97      
     278800         0.80        29000           8565.57      
     278800         0.80        30000           8470.27      
     278800         0.80        31000           8416.62      
     278800         0.80        32000           8412.06      
     278800         0.80        33000           8466.59      
     278800         0.80        34000           8593.86      
     278800         0.80        35000           8812.72      
     278800         0.80        36000           9149.70      
     278800         0.80        37000           9680.92      
     278800         0.80        38000           10425.55     
     278800         0.80        39000           11459.12     
     278800         0.80        40000           12903.83     
     278800         0.80        41000           14954.93     
     278800         0.81        28000           8809.85      
